donorID,predicted_donator_prob,predicted_donator_class
134242,0.022483786869673148,0
126503,0.022483786869673148,0
104392,0.022483786869673148,0
105905,0.966811846858725,1
120506,0.022483786869673148,0
128540,0.13897876297648054,0
126159,0.022483786869673148,0
141462,0.007014838676761754,0
140682,0.004179822782295148,0
133551,0.022483786869673148,0
102019,0.022483786869673148,0
105175,0.022483786869673148,0
111013,0.9681272756187129,1
144019,0.00040471835492939787,0
131199,6.435824390485344e-06,0
142468,6.821364482171492e-05,0
121937,0.022483786869673148,0
107681,0.022483786869673148,0
113805,0.022483786869673148,0
112360,0.022483786869673148,0
114420,0.022483786869673148,0
135378,0.004134121399466152,0
138381,0.022483786869673148,0
133011,0.022483786869673148,0
136120,0.022483786869673148,0
105054,0.0011671563988864943,0
110537,0.022483786869673148,0
143137,0.002620119636801304,0
133273,0.1393269915810724,0
124016,0.022483786869673148,0
109613,0.022483786869673148,0
125090,0.022483786869673148,0
134162,0.022483786869673148,0
102042,0.022483786869673148,0
136934,0.022483786869673148,0
126262,0.022483786869673148,0
113933,0.8754972035825218,1
119380,0.022483786869673148,0
100249,0.0030826499486826518,0
117440,0.022483786869673148,0
131283,2.749920594133284e-06,0
139543,0.009010960348764975,0
111228,0.08566529433069367,0
135548,0.022483786869673148,0
104585,0.022483786869673148,0
102087,0.07316565623221635,0
126860,0.022483786869673148,0
120710,0.022483786869673148,0
142371,0.0048253854583981005,0
125901,0.022483786869673148,0
132052,0.0004148633338739031,0
110640,0.022483786869673148,0
121011,0.0012936850381792607,0
110607,0.022483786869673148,0
112443,0.0007695371986863702,0
110218,0.022483786869673148,0
110015,0.022483786869673148,0
127700,0.022483786869673148,0
114247,0.022483786869673148,0
122641,0.022483786869673148,0
123227,0.022483786869673148,0
103057,0.022483786869673148,0
138110,0.0003430547267995681,0
103992,0.022483786869673148,0
139274,0.0022736356622323982,0
133143,0.022483786869673148,0
140608,0.005581846392774541,0
137320,0.047717233465997363,0
120195,0.022483786869673148,0
144652,0.022483786869673148,0
135074,0.0037452885507439034,0
120797,0.022483786869673148,0
137241,0.009767473295818301,0
123448,0.0010701115017344295,0
127181,0.022483786869673148,0
143400,0.0011947620067145734,0
133585,0.00023037927412010762,0
129281,0.022483786869673148,0
106420,0.022483786869673148,0
120310,0.022483786869673148,0
100875,0.022483786869673148,0
129379,0.022483786869673148,0
129171,0.001127723381764364,0
135592,0.022483786869673148,0
134625,0.022483786869673148,0
101112,0.022483786869673148,0
115541,0.022483786869673148,0
117581,0.022483786869673148,0
105378,0.022483786869673148,0
102661,0.022483786869673148,0
107960,0.022483786869673148,0
122968,0.022483786869673148,0
120026,0.022483786869673148,0
122244,0.022483786869673148,0
128645,0.00041929945601297075,0
133355,1.5041063111387876e-05,0
115905,0.9846858460379296,1
117502,0.022483786869673148,0
116338,0.022483786869673148,0
127497,0.022483786869673148,0
125673,0.006777488937206109,0
114453,0.001435519294494636,0
123338,0.022483786869673148,0
143900,0.0042928470973851275,0
132439,0.022483786869673148,0
109393,0.022483786869673148,0
128763,0.022483786869673148,0
133177,0.022483786869673148,0
124227,0.006681549146785626,0
110430,0.022483786869673148,0
126070,0.14762681393089855,0
103038,0.022483786869673148,0
140029,0.022483786869673148,0
125784,0.022483786869673148,0
123829,0.022483786869673148,0
100711,0.022483786869673148,0
104178,0.022483786869673148,0
127045,0.022483786869673148,0
109694,0.022483786869673148,0
122069,0.022483786869673148,0
106310,0.632799379298816,1
122041,0.02636734295606493,0
115706,0.009719962276048242,0
113290,0.022483786869673148,0
100556,0.022483786869673148,0
133029,0.022483786869673148,0
139558,0.02105096967633058,0
130931,0.005434735218288662,0
142127,0.022483786869673148,0
116669,0.022483786869673148,0
119194,0.022483786869673148,0
130875,0.022483786869673148,0
135370,0.022483786869673148,0
116520,0.008174174380478242,0
139370,0.0037452885507439034,0
127695,0.022483786869673148,0
117497,0.022483786869673148,0
109328,0.022483786869673148,0
122865,8.276702556488842e-06,0
113674,0.022483786869673148,0
139537,0.0065000611249083585,0
138496,0.022483786869673148,0
136521,0.022483786869673148,0
130420,0.12096301552123172,0
106548,0.022483786869673148,0
115251,0.022483786869673148,0
135629,0.005394667785051008,0
115788,0.022483786869673148,0
135068,0.022483786869673148,0
124642,0.022483786869673148,0
134467,0.022483786869673148,0
122703,0.95335751773576,1
131575,0.022483786869673148,0
129204,6.229830927662606e-10,0
102874,0.022483786869673148,0
109978,0.022483786869673148,0
111174,0.022483786869673148,0
133071,1.768498115707276e-05,0
100789,0.007912367174844141,0
108569,0.022483786869673148,0
101757,0.022483786869673148,0
143951,3.6823896931101056e-05,0
107102,0.022483786869673148,0
111014,0.022483786869673148,0
137752,0.000892834748101509,0
144358,0.03563387648606007,0
124514,0.022483786869673148,0
103311,0.022483786869673148,0
144060,0.0054658533519827395,0
128133,0.01069672703976745,0
101994,0.022483786869673148,0
136426,1.6664547962672787e-14,0
128219,0.022483786869673148,0
104928,0.022483786869673148,0
138999,0.6060435189422697,1
118484,0.022483786869673148,0
118000,0.022483786869673148,0
113192,0.022483786869673148,0
143537,0.00014875766377869177,0
113080,0.022483786869673148,0
112140,0.022483786869673148,0
135345,0.022483786869673148,0
137972,0.00023861745357106265,0
114553,4.8624873514938814e-08,0
136775,0.05857803986783081,0
144146,0.020376648797347234,0
142829,0.0004694185930608819,0
130339,0.37384405848715346,0
142848,2.0767071272662327e-06,0
131863,0.022483786869673148,0
104526,0.022483786869673148,0
105255,0.022483786869673148,0
115762,0.022483786869673148,0
112460,0.022483786869673148,0
119099,0.022483786869673148,0
119667,0.022483786869673148,0
100511,0.022483786869673148,0
127449,0.022483786869673148,0
139447,0.03579561591237512,0
139738,0.011104576724630848,0
101287,0.022483786869673148,0
116260,0.022483786869673148,0
137623,0.022483786869673148,0
133160,0.022483786869673148,0
135925,0.6906379717991842,1
116988,0.022483786869673148,0
117021,0.022483786869673148,0
122096,0.022483786869673148,0
116670,0.005328209673689536,0
101433,0.022483786869673148,0
118574,0.022483786869673148,0
120340,0.0017287815299021618,0
137092,9.949277144970126e-06,0
134262,0.022483786869673148,0
121195,0.022483786869673148,0
101716,0.022483786869673148,0
108156,0.022483786869673148,0
137366,8.435893699133684e-06,0
133589,0.06124218167378201,0
105570,0.022483786869673148,0
132894,0.022483786869673148,0
125068,0.00834840719830169,0
105218,0.004394611983944997,0
105087,3.233432834365648e-05,0
107054,0.0008937787099880082,0
100637,0.022483786869673148,0
137591,0.022483786869673148,0
143280,0.0014084613237604262,0
119869,0.022483786869673148,0
